loss,acc,val_loss,val_acc
45.69319925944011,0.05972222238779068,28.27362533569336,0.029999999329447746
28.649630635579427,0.18805555999279022,14.975408782958985,0.47999998927116394
20.80338678995768,0.29750001430511475,13.662586898803712,0.5299999713897705
15.338391496870253,0.49638888239860535,12.674715042114258,0.5249999761581421
11.287576018439399,0.5916666388511658,10.76671350479126,0.5325000286102295
7.527306631935967,0.6208333373069763,8.733382682800293,0.5299999713897705
3.689600731531779,0.6263889074325562,6.226028747558594,0.5475000143051147
1.12860387245814,0.8086110949516296,3.56837571144104,0.6725000143051147
0.615355226861106,0.9063888788223267,2.3458831834793092,0.7350000143051147
0.46093160304758285,0.9219444394111633,1.6245731401443482,0.7850000262260437
0.36815211236476897,0.9319444298744202,1.13149463057518,0.8199999928474426
0.3029050059450997,0.9397222399711609,0.8107703006267548,0.8600000143051147
0.25430485778384737,0.9361110925674438,0.5689133387804032,0.8700000047683716
0.22098913513951832,0.9438889026641846,0.4123807686567307,0.8849999904632568
0.20309207704332138,0.9444444179534912,0.36495128750801087,0.887499988079071
0.19442676617039575,0.9441666603088379,0.34461704552173617,0.8924999833106995
0.18819779051674737,0.9441666603088379,0.3282213169336319,0.8949999809265137
0.18196181575457254,0.9444444179534912,0.35475295305252075,0.8899999856948853
0.17875587963395648,0.9483333230018616,0.3540151745080948,0.887499988079071
0.17329122033384112,0.9444444179534912,0.36220111705362795,0.8849999904632568
0.16923312693834305,0.9477777481079102,0.35143681287765505,0.8849999904632568
0.16694786730739805,0.9527778029441833,0.33743923604488374,0.8924999833106995
0.16256940093305375,0.9541666507720947,0.4148477518558502,0.8675000071525574
0.16094716406530804,0.9586111307144165,0.3441875171661377,0.8924999833106995
0.15511419869131512,0.9661111235618591,0.3309845238924026,0.8924999833106995
